equipment_id,equipment_name,equipment_type,plant_code,work_center,manufacturer,acquisition_date,theoretical_capacity_hour,installation_status
EQ-P09-1021,Paste Printer II,Printing,P09,WC-PRT-01,MPM,2025-01-26,60,Active
EQ-P09-1022,Reflow System Pro,Reflow,P09,WC-RFL-01,Heller Industries,2019-01-20,215,Active
EQ-P09-1023,AOI Inspector V,Inspection,P09,WC-INS-02,Saki,2022-09-29,88,Maintenance
EQ-P09-1024,SPI System Delta,Inspection,P09,WC-INS-02,Nordson,2019-12-08,69,Maintenance
EQ-P09-1025,Wave System Eta,Wave Solder,P09,WC-WSL-01,Heller Industries,2020-11-25,219,Active
EQ-P09-1026,Vision Inspector Zeta,Inspection,P09,WC-INS-02,Omron,2017-06-29,178,Active
EQ-P09-1027,Reflow System Gamma,Reflow,P09,WC-RFL-01,Heller Industries,2025-03-06,156,Active
EQ-P09-1028,Vision Inspector III,Inspection,P09,WC-INS-02,Omron,2019-02-12,117,Active
EQ-P09-1029,Test Bench 1,Test Station,P09,WC-TST-01,Koh Young,2016-05-03,222,Active
EQ-P09-1030,Wave System Theta,Wave Solder,P09,WC-WSL-01,Heller Industries,2025-12-18,93,Active
EQ-P09-1031,Reflow System 8,Reflow,P09,WC-RFL-02,Ersa,2018-05-15,222,Maintenance
EQ-P09-1032,Stencil Printer A,Printing,P09,WC-PRT-01,MPM,2025-12-16,98,Active
EQ-P09-1033,SMT Line V,SMT Assembly,P09,WC-SMT-01,Panasonic,2018-11-03,87,Active
EQ-P09-1034,Stencil Printer 4,Printing,P09,WC-PRT-01,ASM,2017-06-25,168,Active
EQ-P09-1035,Stencil Printer B,Printing,P09,WC-PRT-01,DEK,2017-10-29,229,Active
EQ-P09-1036,Reflow System H,Reflow,P09,WC-RFL-01,Ersa,2023-11-09,125,Active
EQ-P09-1037,Stencil Printer Eta,Printing,P09,WC-PRT-02,DEK,2019-01-16,232,Active
EQ-P09-1038,Stencil Printer Prime,Printing,P09,WC-PRT-02,Speedline,2021-08-18,174,Active
EQ-P09-1039,X-Ray Inspector Pro,X-Ray,P09,WC-XRY-01,Viscom,2025-11-25,158,Active
EQ-P09-1040,Wave System V,Wave Solder,P09,WC-WSL-01,Heller Industries,2024-10-20,176,Active
EQ-P09-1041,Coating Station C,Coating,P09,WC-COT-01,Precision Valve,2022-11-19,235,Active
EQ-P09-1042,Coating Station 6,Coating,P09,WC-COT-01,Precision Valve,2019-05-12,233,Active
EQ-P09-1043,ICT Tester 8,Test Station,P09,WC-TST-02,National Instruments,2017-03-09,170,Active
EQ-P09-1044,AOI Inspector Zeta,Test Station,P09,WC-TST-01,Thermotron,2018-08-19,173,Active
EQ-P09-1045,Pick and Place I,Pick and Place,P09,WC-PPL-02,Fuji Corporation,2020-07-29,127,Active
EQ-P09-1046,Wave System 1,Wave Solder,P09,WC-WSL-01,Heller Industries,2022-02-09,223,Active
EQ-P09-1047,Wave System II,Wave Solder,P09,WC-WSL-01,Heller Industries,2024-11-01,208,Active
EQ-P09-1048,Wave System 6,Wave Solder,P09,WC-WSL-01,Pillarhouse,2017-04-24,140,Active
EQ-P09-1049,Wave Solder Delta,Wave Solder,P09,WC-WSL-01,Ersa,2021-03-15,167,Maintenance
EQ-P09-1050,Selective Solder Gamma,Soldering,P09,WC-SOL-01,BTU International,2020-06-04,76,Active
EQ-P09-1051,Solder Station 3,Soldering,P09,WC-SOL-02,Heller Industries,2018-03-04,163,Active
EQ-P09-1052,Reflow System 6,Reflow,P09,WC-RFL-01,BTU International,2016-12-04,85,Active
EQ-P09-1053,Pick and Place H,Pick and Place,P09,WC-PPL-02,Assembleon,2016-10-01,171,Active
EQ-P09-1054,Wave System 8,Wave Solder,P09,WC-WSL-01,Pillarhouse,2018-02-03,243,Active
EQ-P09-1055,Pick and Place A,Pick and Place,P09,WC-PPL-02,Fuji Corporation,2017-02-13,159,Active
EQ-P09-1056,Stencil Printer III,Printing,P09,WC-PRT-02,Speedline,2024-06-24,247,Active
EQ-P09-1057,Wave System 5,Wave Solder,P09,WC-WSL-01,Heller Industries,2021-08-10,247,Active
EQ-P09-1058,SMT Cell B,SMT Assembly,P09,WC-SMT-01,Juki,2019-09-02,64,Maintenance
EQ-P09-1059,Wave System Ultra,Wave Solder,P09,WC-WSL-01,Ersa,2016-04-25,127,Active
EQ-P09-1060,Conformal Coater Pro,Coating,P09,WC-COT-01,GPD Global,2019-04-08,87,Active
EQ-P09-1061,Reflow System 10,Reflow,P09,WC-RFL-02,Heller Industries,2017-06-01,100,Active
EQ-P09-1062,Wave Solder A,Soldering,P09,WC-SOL-02,BTU International,2020-04-11,188,Active
EQ-P09-1063,Selective Solder 6,Soldering,P09,WC-SOL-02,Nordson,2017-08-16,212,Active
EQ-P09-1064,Assembly Station H,SMT Assembly,P09,WC-SMT-03,Assembleon,2016-10-12,248,Active
EQ-P09-1065,Stencil Printer 8,Printing,P09,WC-PRT-01,ASM,2023-03-15,210,Active
EQ-P09-1066,Wave Solder 4,Soldering,P09,WC-SOL-01,BTU International,2019-09-11,238,Active
EQ-P09-1067,Conformal Coater 4,Coating,P09,WC-COT-01,Asymtek,2022-12-03,220,Active
EQ-P09-1068,X-Ray Inspector Eta,X-Ray,P09,WC-XRY-01,Dage,2022-06-09,182,Active
EQ-P09-1069,Coating Station II,Coating,P09,WC-COT-01,Precision Valve,2016-10-27,155,Active
EQ-P09-1070,Assembly Station F,SMT Assembly,P09,WC-SMT-01,Juki,2021-02-09,69,Active
EQ-P09-1071,Wave System Prime,Wave Solder,P09,WC-WSL-01,Seho,2018-12-23,158,Maintenance
EQ-P09-1072,Reflow Oven Plus,Reflow,P09,WC-RFL-01,Ersa,2024-09-08,174,Active
EQ-P09-1073,Functional Tester IV,Test Station,P09,WC-TST-01,Thermotron,2020-10-21,58,Active
EQ-P09-1074,Wave System Theta,Wave Solder,P09,WC-WSL-01,Ersa,2024-10-03,144,Active
EQ-P09-1075,SMT Line 8,SMT Assembly,P09,WC-SMT-01,Assembleon,2022-09-11,145,Active
EQ-P09-1076,Reflow Oven I,Reflow,P09,WC-RFL-01,BTU International,2025-07-26,128,Active
EQ-P09-1077,Pick and Place Theta,Pick and Place,P09,WC-PPL-02,Fuji Corporation,2019-12-22,139,Active
EQ-P09-1078,SMT Cell 4,SMT Assembly,P09,WC-SMT-02,Juki,2019-10-08,165,Maintenance
EQ-P09-1079,Stencil Printer Plus,Printing,P09,WC-PRT-01,Speedline,2018-12-23,167,Active
EQ-P09-1080,Reflow Oven I,Reflow,P09,WC-RFL-02,Heller Industries,2021-10-08,109,Maintenance
EQ-P09-1081,Conformal Coater 2,Coating,P09,WC-COT-01,Speedline,2018-11-14,72,Active
EQ-P09-1082,SMT Cell 4,SMT Assembly,P09,WC-SMT-03,Assembleon,2019-10-27,215,Active
EQ-P09-1083,Wave Solder Pro,Wave Solder,P09,WC-WSL-01,Heller Industries,2023-12-28,242,Active
EQ-P09-1084,SMT Cell D,SMT Assembly,P09,WC-SMT-03,Fuji Corporation,2025-11-25,120,Active
EQ-P09-1085,Pick and Place Max,Pick and Place,P09,WC-PPL-02,Samsung,2019-04-23,132,Active
EQ-P09-1086,Assembly Station II,SMT Assembly,P09,WC-SMT-01,Juki,2024-02-02,156,Active
EQ-P09-1087,Wave System Zeta,Wave Solder,P09,WC-WSL-01,Ersa,2024-10-29,75,Active
EQ-P09-1088,SPI System Zeta,Inspection,P09,WC-INS-01,Nordson,2024-05-20,128,Maintenance
EQ-P09-1089,Functional Tester Beta,Test Station,P09,WC-TST-02,Keysight,2018-02-11,64,Active
EQ-P09-1090,Wave Solder 5,Soldering,P09,WC-SOL-01,Pillarhouse,2023-03-22,146,Maintenance
EQ-P09-1091,Solder Station H,Soldering,P09,WC-SOL-01,BTU International,2020-08-01,180,Active
EQ-P09-1092,Stencil Printer 5,Printing,P09,WC-PRT-02,DEK,2020-11-25,191,Active
EQ-P09-1093,Reflow Oven Beta,Reflow,P09,WC-RFL-02,BTU International,2023-02-04,191,Maintenance
EQ-P09-1094,Wave Solder I,Soldering,P09,WC-SOL-01,Heller Industries,2021-02-10,71,Active
EQ-P09-1095,Wave System Max,Wave Solder,P09,WC-WSL-01,Pillarhouse,2024-03-24,250,Active
EQ-P09-1096,Stencil Printer Alpha,Printing,P09,WC-PRT-02,ASM,2016-12-31,168,Maintenance
EQ-P09-1097,X-Ray Inspector Delta,X-Ray,P09,WC-XRY-01,Nordson,2020-09-14,119,Active
EQ-P09-1098,Paste Printer Gamma,Printing,P09,WC-PRT-01,MPM,2024-04-20,239,Active
EQ-P09-1099,Wave Solder Theta,Soldering,P09,WC-SOL-01,Pillarhouse,2016-10-19,85,Active
EQ-P09-1100,Vision Inspector Plus,Inspection,P09,WC-INS-01,Saki,2017-02-12,131,Active
EQ-P09-1101,Conformal Coater H,Coating,P09,WC-COT-01,GPD Global,2018-09-08,132,Active
EQ-P09-1102,Reflow Oven A,Reflow,P09,WC-RFL-02,Rehm,2018-11-12,50,Active
EQ-P09-1103,SMT Line I,SMT Assembly,P09,WC-SMT-03,Fuji Corporation,2019-11-18,228,Active
EQ-P09-1104,Stencil Printer Max,Printing,P09,WC-PRT-01,ASM,2025-10-07,221,Active
EQ-P09-1105,Selective Solder 7,Soldering,P09,WC-SOL-02,Pillarhouse,2021-10-10,95,Active
EQ-P09-1106,Assembly Station E,SMT Assembly,P09,WC-SMT-02,Fuji Corporation,2021-02-16,52,Active
EQ-P09-1107,SMT Cell 7,SMT Assembly,P09,WC-SMT-03,Yamaha,2023-12-19,73,Active
EQ-P09-1108,SPI System 8,Inspection,P09,WC-INS-01,Nordson,2025-09-13,121,Active
EQ-P09-1109,X-Ray Inspector 10,X-Ray,P09,WC-XRY-01,Dage,2024-11-13,121,Active
EQ-P09-1110,Reflow Oven Epsilon,Reflow,P09,WC-RFL-01,Heller Industries,2019-07-08,82,Active
EQ-P09-1111,AOI Inspector E,Test Station,P09,WC-TST-01,National Instruments,2016-08-09,223,Active
EQ-P09-1112,Wave System Alpha,Wave Solder,P09,WC-WSL-01,Nordson,2021-04-28,214,Active
EQ-P09-1113,Assembly Station 2,SMT Assembly,P09,WC-SMT-02,Yamaha,2024-09-30,224,Active
EQ-P09-1114,Reflow Oven Delta,Reflow,P09,WC-RFL-01,Vitronics Soltec,2022-12-30,157,Active
EQ-P09-1115,Coating Station 6,Coating,P09,WC-COT-01,Nordson,2025-03-12,196,Active
EQ-P09-1116,Pick and Place E,Pick and Place,P09,WC-PPL-01,Assembleon,2024-04-08,134,Active
EQ-P09-1117,Wave Solder Beta,Soldering,P09,WC-SOL-02,BTU International,2019-06-20,210,Maintenance
EQ-P09-1118,SPI System H,Inspection,P09,WC-INS-01,Nordson,2022-04-17,63,Active
EQ-P09-1119,Wave System Eta,Wave Solder,P09,WC-WSL-01,Pillarhouse,2019-02-06,164,Active
EQ-P09-1120,Wave Solder 5,Soldering,P09,WC-SOL-01,BTU International,2016-02-18,227,Active
EQ-P09-1121,Test Bench 4,Test Station,P09,WC-TST-02,Keysight,2019-04-07,210,Active
EQ-P09-1122,Wave Solder 9,Soldering,P09,WC-SOL-01,BTU International,2021-08-10,74,Active
EQ-P09-1123,Paste Printer 9,Printing,P09,WC-PRT-01,Ekra,2020-11-27,159,Active
EQ-P09-1124,X-Ray Inspector IV,X-Ray,P09,WC-XRY-01,Nikon Metrology,2020-04-24,134,Active
EQ-P09-1125,Selective Solder Epsilon,Soldering,P09,WC-SOL-01,BTU International,2019-06-19,99,Maintenance
EQ-P10-1126,AOI Inspector I,Test Station,P10,WC-TST-02,Thermotron,2020-09-18,235,Active
EQ-P10-1127,Test Bench Delta,Test Station,P10,WC-TST-01,Koh Young,2024-09-06,129,Active
EQ-P10-1128,Wave Solder B,Wave Solder,P10,WC-WSL-01,Ersa,2020-11-05,129,Active
EQ-P10-1129,Vision Inspector B,Inspection,P10,WC-INS-01,Omron,2025-06-21,110,Active
EQ-P10-1130,Wave System E,Wave Solder,P10,WC-WSL-01,Heller Industries,2023-11-13,213,Maintenance
EQ-P10-1131,Selective Solder V,Soldering,P10,WC-SOL-01,Pillarhouse,2018-04-28,227,Maintenance
EQ-P10-1132,X-Ray System I,X-Ray,P10,WC-XRY-01,Nordson,2022-06-05,91,Active
EQ-P10-1133,SMT Line G,SMT Assembly,P10,WC-SMT-01,Juki,2018-05-04,108,Active
EQ-P10-1134,Placement Machine 6,Pick and Place,P10,WC-PPL-02,Fuji Corporation,2017-01-22,239,Active
EQ-P10-1135,Paste Printer Alpha,Printing,P10,WC-PRT-01,Ekra,2025-04-14,141,Active
EQ-P10-1136,Wave Solder E,Soldering,P10,WC-SOL-02,Heller Industries,2019-01-13,199,Maintenance
EQ-P10-1137,Coating Station E,Coating,P10,WC-COT-01,Nordson,2022-12-05,94,Active
EQ-P10-1138,Vision Inspector H,Inspection,P10,WC-INS-02,Nordson,2024-02-10,100,Active
EQ-P10-1139,Vision Inspector A,Inspection,P10,WC-INS-01,Koh Young,2021-11-11,217,Active
EQ-P10-1140,Wave Solder IV,Soldering,P10,WC-SOL-01,Pillarhouse,2023-06-03,144,Active
EQ-P10-1141,Test Bench Theta,Test Station,P10,WC-TST-02,Thermotron,2024-06-29,83,Active
EQ-P10-1142,Placement Machine 8,Pick and Place,P10,WC-PPL-02,Samsung,2022-07-19,203,Active
EQ-P10-1143,Placement Machine 3,Pick and Place,P10,WC-PPL-01,Yamaha,2017-04-04,88,Active
EQ-P10-1144,SMT Cell Prime,SMT Assembly,P10,WC-SMT-01,Yamaha,2023-10-07,236,Active
EQ-P10-1145,Reflow Oven Plus,Reflow,P10,WC-RFL-01,Rehm,2021-10-05,242,Active
EQ-P10-1146,Wave System D,Wave Solder,P10,WC-WSL-01,Ersa,2022-07-03,232,Active
EQ-P10-1147,Reflow System 10,Reflow,P10,WC-RFL-02,Ersa,2018-12-16,199,Active
EQ-P10-1148,P&P Unit H,Pick and Place,P10,WC-PPL-01,Fuji Corporation,2021-09-03,105,Active
EQ-P10-1149,Paste Printer 1,Printing,P10,WC-PRT-01,ASM,2019-12-09,71,Active
EQ-P10-1150,Selective Solder 7,Soldering,P10,WC-SOL-02,Pillarhouse,2023-07-14,199,Active
EQ-P10-1151,Wave System III,Wave Solder,P10,WC-WSL-01,Nordson,2020-11-13,160,Active
EQ-P10-1152,Reflow System Beta,Reflow,P10,WC-RFL-02,Vitronics Soltec,2024-02-06,163,Active
EQ-P10-1153,Wave Solder Plus,Soldering,P10,WC-SOL-01,Pillarhouse,2020-05-12,189,Active
EQ-P10-1154,AOI Inspector Epsilon,Inspection,P10,WC-INS-01,Nordson,2022-01-27,59,Active
EQ-P10-1155,Conformal Coater 4,Coating,P10,WC-COT-01,Asymtek,2017-10-03,246,Active
EQ-P10-1156,Vision Inspector Max,Inspection,P10,WC-INS-01,Nordson,2023-03-09,52,Active
EQ-P10-1157,SPI System Alpha,Inspection,P10,WC-INS-02,Omron,2020-10-26,217,Active
EQ-P10-1158,Functional Tester F,Test Station,P10,WC-TST-01,Nikon Metrology,2020-10-16,109,Active
EQ-P10-1159,Wave System Zeta,Wave Solder,P10,WC-WSL-01,Seho,2022-08-08,98,Active
EQ-P10-1160,Paste Printer Ultra,Printing,P10,WC-PRT-02,Ekra,2025-10-10,145,Active
EQ-P10-1161,ICT Tester 7,Test Station,P10,WC-TST-01,National Instruments,2022-04-21,107,Active
EQ-P10-1162,Paste Printer Beta,Printing,P10,WC-PRT-02,ASM,2019-10-01,58,Maintenance
EQ-P10-1163,ICT Tester F,Test Station,P10,WC-TST-02,National Instruments,2021-09-24,66,Active
EQ-P10-1164,P&P Unit III,Pick and Place,P10,WC-PPL-01,Assembleon,2018-12-12,127,Active
EQ-P10-1165,Solder Station Prime,Soldering,P10,WC-SOL-01,Nordson,2025-10-24,97,Active
EQ-P10-1166,Stencil Printer 3,Printing,P10,WC-PRT-01,MPM,2018-09-19,184,Active
EQ-P10-1167,SMT Line C,SMT Assembly,P10,WC-SMT-03,Yamaha,2022-06-13,155,Active
EQ-P10-1168,Wave Solder Epsilon,Soldering,P10,WC-SOL-02,Heller Industries,2021-10-01,102,Active
EQ-P10-1169,Placement Machine V,Pick and Place,P10,WC-PPL-02,Juki,2024-05-01,204,Active
EQ-P10-1170,Vision Inspector IV,Inspection,P10,WC-INS-01,Viscom,2023-01-09,101,Active
EQ-P10-1171,ICT Tester H,Test Station,P10,WC-TST-01,Nikon Metrology,2020-03-20,134,Maintenance
EQ-P10-1172,Reflow Oven Zeta,Reflow,P10,WC-RFL-02,Ersa,2022-11-19,215,Active
EQ-P10-1173,Reflow System D,Reflow,P10,WC-RFL-02,Vitronics Soltec,2021-06-16,113,Active
EQ-P10-1174,X-Ray System D,X-Ray,P10,WC-XRY-01,Viscom,2018-04-12,195,Active
EQ-P10-1175,Assembly Station Max,SMT Assembly,P10,WC-SMT-01,Panasonic,2022-11-03,220,Maintenance
EQ-P10-1176,Placement Machine Theta,Pick and Place,P10,WC-PPL-02,Assembleon,2021-12-23,69,Active
EQ-P10-1177,Wave System C,Wave Solder,P10,WC-WSL-01,Ersa,2023-04-12,103,Active
EQ-P10-1178,Reflow System 9,Reflow,P10,WC-RFL-01,BTU International,2022-04-05,240,Active
EQ-P10-1179,Pick and Place 1,Pick and Place,P10,WC-PPL-01,Assembleon,2024-10-29,231,Maintenance
EQ-P10-1180,Conformal Coater Epsilon,Coating,P10,WC-COT-01,Precision Valve,2025-03-09,190,Active
EQ-P10-1181,Reflow System C,Reflow,P10,WC-RFL-02,Heller Industries,2024-03-14,54,Active
EQ-P10-1182,ICT Tester C,Test Station,P10,WC-TST-01,National Instruments,2025-03-30,221,Active
EQ-P10-1183,SPI System D,Inspection,P10,WC-INS-02,Nordson,2023-09-07,232,Active
EQ-P10-1184,Wave Solder Pro,Wave Solder,P10,WC-WSL-01,Pillarhouse,2018-12-04,219,Active
EQ-P10-1185,Wave Solder Delta,Soldering,P10,WC-SOL-02,Ersa,2019-05-28,51,Active
EQ-P10-1186,Paste Printer H,Printing,P10,WC-PRT-01,Ekra,2023-11-14,73,Active
EQ-P10-1187,SMT Line Epsilon,SMT Assembly,P10,WC-SMT-02,Fuji Corporation,2023-08-22,74,Active
EQ-P10-1188,ICT Tester Plus,Test Station,P10,WC-TST-01,Koh Young,2024-11-26,133,Active
EQ-P10-1189,Placement Machine 10,Pick and Place,P10,WC-PPL-01,Samsung,2021-04-25,80,Active
EQ-P10-1190,Solder Station Alpha,Soldering,P10,WC-SOL-02,Pillarhouse,2021-08-08,217,Active
EQ-P10-1191,Stencil Printer Epsilon,Printing,P10,WC-PRT-02,Ekra,2018-09-25,121,Active
EQ-P10-1192,Coating Station I,Coating,P10,WC-COT-01,Nordson,2022-09-24,246,Active
EQ-P10-1193,Wave Solder Eta,Soldering,P10,WC-SOL-01,Nordson,2019-05-21,133,Maintenance
EQ-P10-1194,Stencil Printer 5,Printing,P10,WC-PRT-02,Ekra,2016-07-25,220,Active
EQ-P10-1195,Conformal Coater Plus,Coating,P10,WC-COT-01,Nordson,2018-12-06,239,Active
EQ-P10-1196,X-Ray Inspector Theta,X-Ray,P10,WC-XRY-01,Nikon Metrology,2022-08-25,110,Active
EQ-P10-1197,Pick and Place A,Pick and Place,P10,WC-PPL-01,Samsung,2021-11-29,177,Active
EQ-P10-1198,Test Bench H,Test Station,P10,WC-TST-01,Nikon Metrology,2017-12-24,203,Maintenance
EQ-P10-1199,Reflow System 5,Reflow,P10,WC-RFL-01,Vitronics Soltec,2018-11-23,244,Active
EQ-P10-1200,Stencil Printer 6,Printing,P10,WC-PRT-01,MPM,2022-04-09,112,Active
EQ-P10-1201,SMT Cell G,SMT Assembly,P10,WC-SMT-03,Panasonic,2019-04-18,147,Active
EQ-P10-1202,Test Bench Prime,Test Station,P10,WC-TST-01,Nikon Metrology,2025-04-30,99,Active
EQ-P10-1203,Test Bench D,Test Station,P10,WC-TST-01,Koh Young,2019-06-20,190,Active
EQ-P10-1204,P&P Unit IV,Pick and Place,P10,WC-PPL-01,Fuji Corporation,2022-08-15,92,Active
EQ-P10-1205,Placement Machine H,Pick and Place,P10,WC-PPL-01,Assembleon,2022-09-18,123,Active
EQ-P10-1206,Pick and Place 8,Pick and Place,P10,WC-PPL-02,Juki,2021-08-24,146,Active
EQ-P10-1207,Reflow Oven V,Reflow,P10,WC-RFL-02,Ersa,2025-11-21,245,Active
EQ-P10-1208,Selective Solder D,Soldering,P10,WC-SOL-01,Pillarhouse,2023-03-25,147,Active
EQ-P10-1209,Reflow System Epsilon,Reflow,P10,WC-RFL-02,Vitronics Soltec,2022-05-18,84,Active
EQ-P10-1210,Pick and Place Alpha,Pick and Place,P10,WC-PPL-01,Fuji Corporation,2016-06-13,178,Active
EQ-P10-1211,Conformal Coater 10,Coating,P10,WC-COT-01,Precision Valve,2017-10-15,145,Active
EQ-P10-1212,SPI System Gamma,Inspection,P10,WC-INS-01,Viscom,2024-09-19,148,Maintenance
EQ-P10-1213,AOI Inspector 7,Test Station,P10,WC-TST-02,Koh Young,2020-05-25,231,Active
EQ-P10-1214,Conformal Coater H,Coating,P10,WC-COT-01,Nordson,2023-05-25,172,Active
EQ-P10-1215,Conformal Coater IV,Coating,P10,WC-COT-01,Nordson,2018-06-23,87,Active
EQ-P10-1216,X-Ray Inspector Theta,X-Ray,P10,WC-XRY-01,Creative Electron,2017-06-20,73,Active
EQ-P10-1217,Stencil Printer II,Printing,P10,WC-PRT-01,Speedline,2024-04-02,159,Active
EQ-P10-1218,Vision Inspector 4,Inspection,P10,WC-INS-02,Viscom,2017-11-18,155,Active
EQ-P10-1219,Solder Station 2,Soldering,P10,WC-SOL-02,BTU International,2017-09-19,103,Maintenance
EQ-P10-1220,Stencil Printer Prime,Printing,P10,WC-PRT-01,MPM,2026-02-04,74,Active
EQ-P10-1221,Paste Printer II,Printing,P10,WC-PRT-02,ASM,2024-03-14,95,Active
EQ-P10-1222,Functional Tester Plus,Test Station,P10,WC-TST-02,Koh Young,2024-11-16,165,Active
EQ-P10-1223,Pick and Place D,Pick and Place,P10,WC-PPL-01,Fuji Corporation,2017-01-14,244,Active
EQ-P10-1224,Stencil Printer Zeta,Printing,P10,WC-PRT-01,Speedline,2022-10-29,71,Active
EQ-P10-1225,AOI Inspector H,Inspection,P10,WC-INS-02,Koh Young,2020-10-02,174,Active
EQ-P10-1226,Wave Solder Alpha,Soldering,P10,WC-SOL-01,BTU International,2018-08-26,199,Active
EQ-P10-1227,SMT Cell Alpha,SMT Assembly,P10,WC-SMT-01,Fuji Corporation,2021-11-25,204,Active
EQ-P10-1228,SPI System II,Inspection,P10,WC-INS-02,Saki,2022-05-04,144,Active
EQ-P10-1229,Conformal Coater 10,Coating,P10,WC-COT-01,GPD Global,2021-11-13,206,Active
EQ-P10-1230,Coating Station IV,Coating,P10,WC-COT-01,GPD Global,2016-05-08,228,Active
EQ-P10-1231,AOI Inspector H,Test Station,P10,WC-TST-01,Keysight,2021-12-24,165,Active
EQ-P10-1232,Reflow Oven Alpha,Reflow,P10,WC-RFL-02,Rehm,2018-12-16,132,Active
EQ-P10-1233,Conformal Coater G,Coating,P10,WC-COT-01,Nordson,2019-04-23,174,Active
EQ-P10-1234,X-Ray System V,X-Ray,P10,WC-XRY-01,Nikon Metrology,2018-09-24,229,Maintenance
EQ-P10-1235,Stencil Printer Pro,Printing,P10,WC-PRT-01,MPM,2016-04-14,196,Active
EQ-P10-1236,Wave System Zeta,Wave Solder,P10,WC-WSL-01,Heller Industries,2022-09-25,222,Maintenance
EQ-P10-1237,Reflow Oven V,Reflow,P10,WC-RFL-02,Heller Industries,2018-09-06,188,Active
EQ-P10-1238,Pick and Place II,Pick and Place,P10,WC-PPL-01,Fuji Corporation,2018-02-01,57,Active
EQ-P10-1239,Coating Station 1,Coating,P10,WC-COT-01,Precision Valve,2018-08-24,171,Maintenance
EQ-P10-1240,Solder Station 6,Soldering,P10,WC-SOL-02,Heller Industries,2016-05-02,107,Maintenance
EQ-P10-1241,X-Ray System 9,X-Ray,P10,WC-XRY-01,Nikon Metrology,2018-10-12,214,Active
EQ-P10-1242,Paste Printer Theta,Printing,P10,WC-PRT-01,Ekra,2022-11-07,72,Active
EQ-P10-1243,Coating Station 8,Coating,P10,WC-COT-01,Speedline,2024-09-07,130,Maintenance
EQ-P10-1244,X-Ray Inspector Max,X-Ray,P10,WC-XRY-01,Nikon Metrology,2023-12-26,149,Maintenance
EQ-P10-1245,Coating Station Eta,Coating,P10,WC-COT-01,GPD Global,2021-09-05,52,Active
EQ-P10-1246,Reflow System G,Reflow,P10,WC-RFL-01,Vitronics Soltec,2020-07-04,224,Active
EQ-P10-1247,X-Ray Inspector 5,X-Ray,P10,WC-XRY-01,Nordson,2022-08-25,178,Maintenance
EQ-P10-1248,Selective Solder F,Soldering,P10,WC-SOL-02,Pillarhouse,2020-07-24,124,Active
EQ-P10-1249,Stencil Printer F,Printing,P10,WC-PRT-02,DEK,2016-08-08,237,Maintenance
EQ-P10-1250,P&P Unit 10,Pick and Place,P10,WC-PPL-01,Yamaha,2022-10-04,218,Maintenance
